street_address,phone_number,zip_code,has_501c3,fips_county_code,bed_count,city,state_or_region,name_common,name_legal,ccn,facility_type,medicare_medicaid_eligible,lat,lon,ein
2450 coral court,3196453300,52241,true,103,40,coralville,IA,univ of iowa health network rehab hosp,,163027,Rehabilitation,true,,,
1251 north cedar loop,7122252594,51012,true,035,97,cherokee,IA,mental health institute,,164002,Psychiatric,true,,,
2277 iowa avenue,3193342583,50644,true,019,130,independence,IA,mental health institute,,164003,Psychiatric,true,,,
770 tanglefoot lane,5633962100,52722,true,163,72,bettendorf,IA,eagle view behavioral health,,164006,Psychiatric,true,,,
1450 nw 114th street,5155536200,50325,true,049,100,clive,IA,clive behavioral health,,164007,Psychiatric,true,,,
1200 pleasant street,5152416212,50309,,153,0,des moines,IA,iowa methodist medical center transplant center,,169800,Transplant Hospitals,true,,,
200 hawkins drive,3193560537,52242,,103,0,iowa city,IA,the university of iowa hospitals and clinics,,169802,Transplant Hospitals,true,,,
1 mt carmel way,6202316100,66762,,037,89,pittsburg,KS,ascension via christi hospital pittsburg inc,,170006,Short Term,true,,,
3500 south 4th street,9136806000,66048,,103,76,leavenworth,KS,saint john hospital,,170009,Short Term,true,,,
400 south santa fe avenue,7854527000,67401,,169,353,salina,KS,salina regional health center,,170012,Short Term,true,,,
2220 canterbury drive,7856235000,67601,,051,206,hays,KS,hays medical center,,170013,Short Term,true,,,
1301 s main street,7852298200,66067,,059,49,ottawa,KS,adventhealth ottawa,,170014,Short Term,true,,,
1700 sw 7th street,7852958000,66606,true,177,378,topeka,KS,university of kansas hlth system st francis campus,,170016,Short Term,true,,,
720 w central st,3163213300,67042,,015,80,el dorado,KS,susan b allen memorial hospital,,170017,Short Term,true,,,
,,66027,,103,60,fort leavenworth,KS,munson army hosp,,17001F,,false,,,
1701 e 23rd avenue,6206652001,67502,,155,199,hutchinson,KS,hutchinson regional medical center inc,,170020,Short Term,true,,,
401 east spruce,6202722222,67846,,055,132,garden city,KS,centura st. catherine hospital-garden city,,170023,Short Term,true,,,
200 commodore st,6204501160,67124,true,151,35,pratt,KS,pratt regional medical center,,170027,Short Term,true,,,
,,66442,,061,200,fort riley,KS,us army hosp,,17002F,,false,,,
,,66048,,103,100,leavenworth,KS,us penitentiary hosp,,17003F,,false,,,
4000 cambridge street,9135887332,66160,,209,1045,kansas city,KS,university of kansas hospital,,170040,Short Term,true,,,
20333 west 151st street,9137914200,66061,,091,300,olathe,KS,olathe medical center,,170049,Short Term,true,,,
2200 gage blvd,,66622,,177,993,topeka,KS,va hosp,,17005F,,false,,,
315 west 15th street,6206296291,67901,,175,80,liberal,KS,southwest medical center,,170068,Short Term,true,,,
,,66048,,103,648,leavenworth,KS,va hosp wadsworth,,17006F,,false,,,
1102 st mary's road,7852384131,66441,,061,92,junction city,KS,geary community hospital,,170074,Short Term,true,,,
218 e pack street,6203456391,67107,true,113,21,moundridge,KS,"mercy hospital, inc",,170075,Short Term,true,,,
mcconnell afb,,67221,,173,55,wichita,KS,us air force hosp,,17007F,,false,,,
1500 sw 10th avenue,7853546121,66604,,177,506,topeka,KS,stormont vail hospital,,170086,Short Term,true,,,
5500 e kellogg st,,67218,,173,221,wichita,KS,va hosp,,17008F,,false,,,
600 medical center drive,3162832700,67114,,079,55,newton,KS,nmc health,,170103,Short Term,true,,,
9100 w 74th street,9136762152,66204,true,091,363,shawnee mission,KS,adventhealth shawnee mission,,170104,Short Term,true,,,
1000 hospital drive,6202412250,67460,,113,49,mcpherson,KS,mcpherson hospital inc,,170105,Short Term,true,,,
2100 baptiste drive,9135574385,66071,,121,39,paola,KS,miami county medical center,,170109,Short Term,true,,,
415 n main street,6203561266,67880,true,067,45,ulysses,KS,bob wilson memorial hospital,,170110,Short Term,true,,,
1902 south us hwy 59,6204214880,67357,,099,109,parsons,KS,labette health,,170120,Short Term,true,,,
929 north st francis street,3162685000,67214,,173,1268,wichita,KS,"ascension via christi hospitals wichita, inc.",,170122,Short Term,true,,,
550 n hillside street,3169622000,67214,true,173,859,wichita,KS,wesley medical center,,170123,Short Term,true,,,
325 maine street,7855056100,66044,,045,157,lawrence,KS,lmh,,170137,Short Term,true,,,
1823 college ave,7857762831,66502,true,161,150,manhattan,KS,"ascension via christi hospital manhattan, inc",,170142,Short Term,true,,,
1400 w 4th st,6202511200,67337,,125,47,coffeyville,KS,"coffeyville regional medical center, inc",,170145,Short Term,true,,,
8929 parallel parkway,9135964000,66112,true,209,400,kansas city,KS,providence medical center,,170146,Short Term,true,,,
6401 patterson parkway,6204422500,67005,,035,32,arkansas city,KS,south central ks  med center,,170150,Short Term,true,,,
445 n hilltop,6206972141,67950,,129,20,elkhart,KS,morton county hospital,,170166,Short Term,true,,,
3001 avenue a,6202258400,67801,true,057,99,dodge city,KS,centura st catherine hospital - dodge city,,170175,Short Term,true,,,
10500 quivira road,9135415000,66215,true,091,351,overland park,KS,overland park reg med ctr,,170176,Short Term,true,,,
5721 west 119th street,9134986773,66209,true,091,190,overland park,KS,menorah medical center,,170182,Short Term,true,,,
2770 north webb road,3166340090,67226,,173,34,wichita,KS,kansas surgery & recovery center,,170183,Short Term,true,,,
12300 metcalf avenue,9133177904,66213,,091,75,overland park,KS,saint luke's south hospital,,170185,Short Term,true,,,
3601 north webb road,3166305000,67226,true,173,54,wichita,KS,kansas heart hospital,,170186,Short Term,true,,,
401 south santa fe avenue,7858270610,67401,,169,16,salina,KS,salina surgical hospital,,170187,Short Term,true,,,
3651 college blvd,9133197633,66211,,091,21,leawood,KS,kansas city orthopaedic institute,,170188,Short Term,true,,,
1829 college avenue,7857765100,66502,,161,13,manhattan,KS,manhattan surgical hospital llc,,170190,Short Term,true,,,
514 cleveland street,6207928833,67530,true,9,33,great bend,KS,university  of ks hlth system great bend campus,,170191,Short Term,true,,,
4901 college blvd,9135291801,66211,true,091,10,leawood,KS,ascentist hospital,,170194,Short Term,true,,,
3333 north webb road,3164625326,67226,,173,36,wichita,KS,"kansas spine & specialty hospital, llc",,170196,Short Term,true,,,
1124 west 21st street,3163004000,67002,true,015,58,andover,KS,kansas medical center llc,,170197,Short Term,true,,,
1818 east 23rd avenue,6206626000,67502,,155,10,hutchinson,KS,"summit surgical, llc",,170198,Short Term,true,,,
10951 lakeview ave,9133227401,66219,true,091,9,lenexa,KS,minimally invasive surgery hospital,,170199,Short Term,true,,,
14800 west st teresa,3167967800,67235,true,173,68,wichita,KS,"ascension via christi hospital st. teresa, inc.",,170200,Short Term,true,,,
1619 k 66,6207831732,66739,,021,16,galena,KS,mercy specialty hospital southeast kansas,,170203,Short Term,true,,,
3251 north rock road,3164252400,67037,true,173,31,derby,KS,"rock regional hospital, llc",,170204,Short Term,true,,,
202 research drvie,7855799590,66503,true,161,1,manhattan,KS,"manhattan specialists center, llc",,170205,Short Term,true,,,
9300 29th street north suite 100,3166340104,67226,true,173,1,wichita,KS,cypress surgery center,,170206,Short Term,true,,,
"4940 west 137th street, suite a",9132329846,66224,true,091,1,leawood,KS,"mao leawood surgery center, llc",,170207,Short Term,true,,,
210 south vermont avenue,7857312231,67572,,135,12,ransom,KS,grisell memorial hospital,,171300,Critical Access Hospitals,true,,,
605 n main street,6205642548,67526,,9,24,ellinwood,KS,ellinwood district hospital,,171301,Critical Access Hospitals,true,,,
235 west vine  po box 969,6203975321,67839,,101,25,dighton,KS,lane county hospital,,171303,Critical Access Hospitals,true,,,
625 south kentucky,6206352241,67831,,025,25,ashland,KS,ashland health center,,171304,Critical Access Hospitals,true,,,
211 e earl street,6203752233,67861,,203,25,leoti,KS,wichita county health center,,171306,Critical Access Hospitals,true,,,
707 grant st,7856263211,67730,,153,15,atwood,KS,rawlins county health center,,171307,Critical Access Hospitals,true,,,
220 n pennsylvania avenue,6204292545,66725,true,021,25,columbus,KS,mercy hospital columbus,,171308,Critical Access Hospitals,true,,,
100 crestvue ave,7853783137,66956,,089,25,mankato,KS,jewell county hospital,,171309,Critical Access Hospitals,true,,,
210 west 1st street,7853322104,67756,,023,16,st francis,KS,cheyenne county hospital,,171310,Critical Access Hospitals,true,,,
1210 north washington,7854344553,67663,,163,20,plainville,KS,rooks county health center,,171311,Critical Access Hospitals,true,,,
202 s frisco street,6205822144,67029,,033,14,coldwater,KS,comanche county hospital,,171312,Critical Access Hospitals,true,,,
500 thorpe street,6203557111,67860,,093,25,lakin,KS,kearny county hospital,,171313,Critical Access Hospitals,true,,,
408 delaware street,9137744340,66097,,087,25,winchester,KS,f w huston medical center,,171314,Critical Access Hospitals,true,,,
1600 community dr,7853366181,66538,,131,22,seneca,KS,nemaha valley community hospital,,171315,Critical Access Hospitals,true,,,
421 s maple,7852044000,66032,,3,25,garnett,KS,anderson county hospital,,171316,Critical Access Hospitals,true,,,
620 west eighth street,6206593621,67547,,047,12,kinsley,KS,edwards county hospital,,171317,Critical Access Hospitals,true,,,
300 north street,6207253115,67361,,019,25,sedan,KS,sedan city hospital,,171318,Critical Access Hospitals,true,,,
1110 columbine drive,7853642116,66436,,085,12,holton,KS,holton community hospital,,171319,Critical Access Hospitals,true,,,
510 east carthage,6208732141,67864,,119,25,meade,KS,meade district hospital,,171321,Critical Access Hospitals,true,,,
700 north huser,6203847461,67878,,075,25,syracuse,KS,hamilton county hospital,,171322,Critical Access Hospitals,true,,,
502 s buckeye,6202345221,67578,,185,25,stafford,KS,stafford county hospital,,171323,Critical Access Hospitals,true,,,
401 cheyenne,6206492761,67870,,081,25,satanta,KS,satanta district hospital,,171324,Critical Access Hospitals,true,,,
304 west prout street,7854212121,67642,,065,18,hill city,KS,graham county hospital,,171325,Critical Access Hospitals,true,,,
211 cherry avenue,7856723211,67748,,109,25,oakley,KS,logan county hospital,,171326,Critical Access Hospitals,true,,,
1604 aylward avenue,7854723111,67439,true,053,18,ellsworth,KS,ellsworth county medical center,,171327,Critical Access Hospitals,true,,,
215 e 8th street,7853922122,67467,,143,25,minneapolis,KS,ottawa county health center,,171328,Critical Access Hospitals,true,,,
601 s osage st,6208456492,67022,,191,25,caldwell,KS,caldwell regional medical center,,171329,Critical Access Hospitals,true,,,
619 south clark avenue,6202575173,67554,,159,25,lyons,KS,hospital district #1 of rice county,,171330,Critical Access Hospitals,true,,,
1002 south 4th street,6208254131,67070,,7,24,kiowa,KS,kiowa district hospital,,171331,Critical Access Hospitals,true,,,
721 west kansas,6207233341,67054,,097,25,greensburg,KS,kiowa county memorial hospital,,171332,Critical Access Hospitals,true,,,
250 w 9th street,6206532114,67544,,9,25,hoisington,KS,clara barton hospital,,171333,Critical Access Hospitals,true,,,
710 n walnut street,6208863771,67104,,7,25,medicine lodge,KS,medicine lodge memorial hospital,,171334,Critical Access Hospitals,true,,,
1006 s jackson,6205448511,67951,,189,17,hugoton,KS,stevens county hospital,,171335,Critical Access Hospitals,true,,,
312 custer street,7857982291,67560,,135,20,ness city,KS,ness county hospital district #2,,171336,Critical Access Hospitals,true,,,
711 genn drive,7854562295,66547,,149,25,wamego,KS,wamego health center,,171337,Critical Access Hospitals,true,,,
14th & oregon,7852842121,66534,,131,25,sabetha,KS,sabetha community hospital,,171338,Critical Access Hospitals,true,,,
100 w 16th street,6205837451,67045,,073,25,eureka,KS,greenwood county hospital,,171339,Critical Access Hospitals,true,,,
100 e helen street,7852582207,67449,,041,25,herington,KS,herington hospital,,171340,Critical Access Hospitals,true,,,
300 utah street,7857422131,66434,,013,25,hiawatha,KS,amberwell hiawatha,,171341,Critical Access Hospitals,true,,,
801 locust st,7852222545,67548,,165,24,la crosse,KS,rush county memorial hospital,,171342,Critical Access Hospitals,true,,,
404 n chestnut,6204926250,67855,,187,25,johnson,KS,stanton county hospital,,171343,Critical Access Hospitals,true,,,
reece campus 2600 ottawa road,6203252611,66757,,205,35,neodesha,KS,wilson medical center,,171344,Critical Access Hospitals,true,,,
923 carroll avenue,6202853162,67550,,145,25,larned,KS,pawnee valley community hospital,,171345,Critical Access Hospitals,true,,,
485 n. ks hwy 2,6208425111,67003,,077,25,anthony,KS,patterson health center,,171346,Critical Access Hospitals,true,,,
826  18th street,7856753281,67740,,179,25,hoxie,KS,sheridan county hospital,,171347,Critical Access Hospitals,true,,,
102 e holme street,7858773351,67654,,137,25,norton,KS,norton county hospital,,171348,Critical Access Hospitals,true,,,
1100 highland drive,7852431234,66901,,029,25,concordia,KS,cloud county health center,,171349,Critical Access Hospitals,true,,,
200 s main street,7854833131,67665,,167,25,russell,KS,russell regional hospital,,171350,Critical Access Hospitals,true,,,
304 e 3rd street,7853252211,66968,,201,25,washington,KS,washington county hospital,,171351,Critical Access Hospitals,true,,,
810 w  columbia street,7854752208,67749,,039,25,oberlin,KS,decatur county hospital,,171352,Critical Access Hospitals,true,,,
1150 state street,7855435226,67661,,147,25,phillipsburg,KS,phillips county health systems,,171353,Critical Access Hospitals,true,,,
120 west 8th street,7858894272,66521,,149,25,onaga,KS,"community hospital, onaga and st marys campus",,171354,Critical Access Hospitals,true,,,
320 n thirteenth st,7857432182,67672,,195,25,wa keeney,KS,trego county lemke memorial hospital,,171355,Critical Access Hospitals,true,,,
535 south freeborn,6203822177,66861,,115,22,marion,KS,st luke hospital & living center,,171356,Critical Access Hospitals,true,,,
101 industrial road,6209473114,67063,true,115,15,hillsboro,KS,hillsboro community hospital,,171357,Critical Access Hospitals,true,,,
605 w lincoln street,7852273308,67456,,113,21,lindsborg,KS,lindsborg community hospital,,171358,Critical Access Hospitals,true,,,
506 3rd street,6203764221,67879,,071,18,tribune,KS,greeley county health services,,171359,Critical Access Hospitals,true,,,
624 n second,7855244403,67455,,105,14,lincoln,KS,lincoln county hospital,,171360,Critical Access Hospitals,true,,,
2420 g street,7855272254,66935,,157,35,belleville,KS,republic county hospital,,171361,Critical Access Hospitals,true,,,
100 e college drive,7854627511,67701,,193,25,colby,KS,citizens medical center,,171362,Critical Access Hospitals,true,,,
708 n 18th street,7855622311,66508,,117,25,marysville,KS,"community memorial healthcare, inc",,171363,Critical Access Hospitals,true,,,
237 w harrison street suite 100,7853462121,67473,,141,16,osborne,KS,osborne county memorial hospital,,171364,Critical Access Hospitals,true,,,
205 s hanover street,7853372214,66945,,201,25,hanover,KS,hanover hospital,,171365,Critical Access Hospitals,true,,,
520 west 5th street,7857543341,67752,,063,25,quinter,KS,gove county medical center,,171367,Critical Access Hospitals,true,,,
