CHG CODE,CHG CODE DESC,PRICE,AS OF DATE
64972,MIXING FEE-CHEMOTHER,11,3/26/2020
64998,MAXAQUIN TAB 400MG  ,12,3/26/2020
65011,DORAL TABS 7.5 MG   ,5,3/26/2020
65029,PERMAX/PERGOLIDE 0.2,3,3/26/2020
65037,SINEMET CR 50-200   ,9.1,3/26/2020
65052,TRACER STRIP (EACH) ,6,3/26/2020
65060,RETROVIR (AZT) 100MG,3,3/26/2020
65078,VZIG VIAL 125 UNITS ,256,3/26/2020
65102,GLUCERNA/CHOICE DM L,6,3/26/2020
65110,COMPAZINE 25MG TABLE,4,3/26/2020
65136,DOAN'S TABLETS      ,2,3/26/2020
65151,ESTRATAB 1.25MG     ,3,3/26/2020
65177,SORBITRATE 5MG CHEWA,2,3/26/2020
65185,MANOPLAX (FLOSEQUINA,5,3/26/2020
65219,LIDOCAINE 2% W/EPI D,8,3/26/2020
65227,MEPIVICAINE 3% DENTA,8,3/26/2020
65250,HEP FLUSH 300 U/30 M,28,3/26/2020
65276,DEXTROSE 5% IN WATER,27.4,3/26/2020
65318,DEXAMETHASONE 0.25MG,2,3/26/2020
65342,DOCUSATE NA CAPS 250,2,3/26/2020
65359,"ALCOHOL,ISOPROPYL (R",11,3/26/2020
65367,SAFE TUSSIN         ,4,3/26/2020
65383,KLONOPIN/CLONAZEPAM ,6,3/26/2020
65391,MASSENGILL LIQ DOUCH,6,3/26/2020
65425,ANAFRANIL CAPS 25 MG,3,3/26/2020
65441,KONSYL PACKET       ,2,3/26/2020
65458,VAGISTAT-1 OINT     ,50,3/26/2020
65482,LACTAID TABLET      ,2,3/26/2020
65532,MIVACRON 2MG/ML INJ ,58,3/26/2020
65557,MIVACRON 50 ML BAG 0,34,3/26/2020
65565,ECONOPRED PLUS 1% OP,41,3/26/2020
65581,TOLNAFTATE 1% POWDER,13.55,3/26/2020
65599,TRIAMINIC DM SYRUP  ,4,3/26/2020
65623,BEANO DROPS         ,8,3/26/2020
65649,PROZAC 20MG/5ML SOLN,49,3/26/2020
65664,FIXODENT DENTURE CRE,11,3/26/2020
65672,VISINE AC OPHTH DROP,7,3/26/2020
65680,REFRESH PM OPHTH OIN,6,3/26/2020
65698,PROSED DS           ,6,3/26/2020
65706,CLEAR CHOICE AF MOUT,14,3/26/2020
65789,COGNEX 10MG CAPSULE ,3,3/26/2020
65797,LEVSIN/HYOSCYAMINE D,151,3/26/2020
65813,CONDYLOX 0.5% TOP.SO,157,3/26/2020
65821,NORVASC 2.5 MG TABLE,8.2,3/26/2020
65839,CENTRUM JR + EXTRA C,2,3/26/2020
65862,VEPESID 150MG VIAL  ,430,3/26/2020
65888,DECLOMYCIN TAB 300MG,12,3/26/2020
65946,*                   ,263,3/26/2020
65953,CUTIVATE CR. 0.5%   ,48,3/26/2020
65961,"BENADRYL,MAALOX,XYLO",13,3/26/2020
65979,LOPROX 1% CREAM     ,21,3/26/2020
65987,AEROCHAMBER WITH MAS,180,3/26/2020
65995,ZOSYN 3.375 GRAMS   ,33,3/26/2020
66019,HYTONE 2.5% LOTION  ,25,3/26/2020
66027,ORAP 2MG TAB        ,3,3/26/2020
66035,CEPACOL MOUTHWASH   ,6,3/26/2020
66050,FOSTEX CLEANSING BAR,8,3/26/2020
66068,LUBRIDERM LOTION    ,20.2,3/26/2020
66084,POLYHISTINE DM SYRUP,4,3/26/2020
66092,NASACORT NASAL UNIT ,491,3/26/2020
66100,IOPIDINE 0.5% OPTHAL,212,3/26/2020
66126,TENORMIN/ATENOLOL 25,4,3/26/2020
66142,MIDAMOR 5MG TABLET  ,3,3/26/2020
66175,PROTEGRA            ,4,3/26/2020
66183,PRINZIDE/ZESTORETIC ,3,3/26/2020
66209,OVAL 3OZ            ,2,3/26/2020
66217,SKIN-FREEZE         ,11,3/26/2020
66233,HUMULIN 50/50 INSULI,11,3/26/2020
66241,HEMOCYTE 324MG TABLE,4,3/26/2020
66274,HEPATAMINE 8%       ,213,3/26/2020
66316,SPIRONOLACTONE 50MG ,4,3/26/2020
66340,ORUVAIL 200MG CAPS  ,3,3/26/2020
66357,ERYGEL 2% TOPICAL GE,39,3/26/2020
66381,LAMISIL 1% CREAM    ,107,3/26/2020
66399,OVCON-50 TABLETS    ,58,3/26/2020
66407,VITAMIN B12 1000MCG ,4.5,3/26/2020
66456,CARDURA TABS 1 MG   ,3,3/26/2020
66464,EFFEXOR 25MG TAB    ,3,3/26/2020
66472,HEPATITIS B ADMIN   ,19.5,3/26/2020
66498,ATROPINE 1MG/1ML VIA,8,3/26/2020
66522,ACLOVATE 0.05% OINT ,23,3/26/2020
66548,CEFZIL 125MG/5ML SUS,77,3/26/2020
66555,ZANTAC EFFERDOSE 150,4,3/26/2020
66563,SEREVENT MDI 13 GM  ,128,3/26/2020
66571,LODINE 400MG TAB    ,3,3/26/2020
66597,FULVICIN PG 250MG   ,3,3/26/2020
66605,DEPAKOTE SPRINKLE 12,4,3/26/2020
66670,ESKALITH CR TAB 450 ,2,3/26/2020
66696,MORPHINE CASSETTE   ,135,3/26/2020
66704,LYPHOLYTE II        ,19,3/26/2020
66720,PERIACTIN/GEVRABON L,7,3/26/2020
66738,NAPROSYN SUSP 125 MG,6,3/26/2020
66761,FLOXIN TAB 400 MG   ,8,3/26/2020
66779,PROMOD POWDER       ,7,3/26/2020
66829,TOTAL               ,15,3/26/2020
66852,REPLETE LIQUID NUTRI,6,3/26/2020
66878,COUMADIN TAB 1 MG   ,5.3,3/26/2020
66902,LIDEX 0.05% GEL     ,39,3/26/2020
66928,ALIMENTUM LIQ NUTRIT,6,3/26/2020
66969,"BENADRYL,TETRAC,XYLO",6,3/26/2020
66985,MYSOLINE SUSP 250 MG,10,3/26/2020
66993,NICE LOZENGES 8'S   ,6,3/26/2020
67009,BITOLTEROL MESYLATE ,31,3/26/2020
67025,ENSURE HN           ,8,3/26/2020
67033,LESCOL 20MG CAP     ,6,3/26/2020
67041,IOPIDINE 2 X 0.1ML U,103.25,3/26/2020
67058,ACTIGALL 300MG CAP  ,5,3/26/2020
67066,ENSURE WITH FIBER   ,8.75,3/26/2020
67116,SLO-NIACIN TABS 250 ,2,3/26/2020
67132,PEROXYL/PEROXIDE MOU,4,3/26/2020
67199,COGNEX 20 MG CAP    ,3,3/26/2020
67207,ROWASA RECTAL SUSPEN,21,3/26/2020
67215,*                   ,536,3/26/2020
67231,POLYPRED OPHT DROPS ,36,3/26/2020
67249,MITOXANTRONE VIAL 20,3307,3/26/2020
67330,POLOCAINE 1.5% MPF  ,20,3/26/2020
67355,CARNITINE CAPS 250 M,2,3/26/2020
67413,GUAIFENEX LA 600 MG ,2,3/26/2020
67421,MIDOL CAPLET MS     ,2,3/26/2020
67447,T.R.H. (THYREL TRH) ,134,3/26/2020
67462,SARGRAMOSTIM 500 MCG,444,3/26/2020
67488,CERVIDIL 10MG VAG IN,1481.6,3/26/2020
67496,CYLERT (PEMOLINE) 37,3,3/26/2020
67561,CHEMO PREP FEE      ,435,3/26/2020
67587,ABBOKINASE OPENCATH ,131,3/26/2020
67637,ENSURE PLUS HN LIQUI,8,3/26/2020
67678,MILK OF MAG TABS    ,2,3/26/2020
67686,CLEARASIL MAS XTR 29,10,3/26/2020
67694,INTERFERON A-2B RECO,24,3/26/2020
67702,"TCN,XYLOCAINE VIS,NY",13,3/26/2020
67710,ZONALON 5% CREAM    ,45,3/26/2020
67744,CYTOGAM 2.5 GM VIAL ,986,3/26/2020
67769,SANDOGLOBULIN 6GM VI,372,3/26/2020
67777,ACCUTANE CAPS 20 MG ,11,3/26/2020
67793,BIAXIN 125MG/5ML SUS,69,3/26/2020
67801,CITRACAL 950MG TAB  ,2,3/26/2020
67819,ENUCLENE OPHT SOLN  ,16,3/26/2020
67835,SUPRANE(DESFLURANE) ,5.85,3/26/2020
67843,SINEMET CR 25-100   ,4,3/26/2020
67868,GAMMAR P I.V. 10 GMS,662,3/26/2020
67876,GAMMAR P I.V. 5 GM  ,662,3/26/2020
67884,GEMZAR 1 GRAM       ,534.17,3/26/2020
67892,GEMZAR 200 MG       ,536.95,3/26/2020
67918,LOESTRIN FE 1.5/30 T,60,3/26/2020
67934,CAMPHOPHENIQUE LIQ  ,9,3/26/2020
67967,ECONOPRED PLUS 1% OP,60,3/26/2020
67975,KETOPROFEN TAB 12.5 ,2,3/26/2020
68007,LAC-HYDRIN 12% LOTIO,54,3/26/2020
68049,TOBRADEX OPHT OINTME,498,3/26/2020
68080,OCUPRESS OPTH SOLN 1,70,3/26/2020
68098,DAPSONE 100 MG TABLE,2,3/26/2020
68114,FREAMINE HBC 6.9%   ,167,3/26/2020
68122,PREMPRO 0.625/2.5 TA,237,3/26/2020
68155,VOLTAREN 0.1% OPHT S,41,3/26/2020
68205,PEDIASURE W/FIBER LI,6,3/26/2020
68221,NAPRELAN TABS 375 MG,3,3/26/2020
68270,FLOXIN 200MG IV     ,30,3/26/2020
68288,FLOXIN 400MG IV     ,58,3/26/2020
68312,SWEET OIL           ,4,3/26/2020
68338,LOVENOX 30MG 10MG/UN,210,3/26/2020
68379,*                   ,105,3/26/2020
68387,VIDEX (DIDANOSINE) 1,4,3/26/2020
68395,LAMICTAL(LAMOTRIGINE,23,3/26/2020
68445,CYTOSAR-U 2 GRAM VIA,250,3/26/2020
68452,REDUX CAP 15 MG     ,3,3/26/2020
68494,NEUTRA-PHOS PACKET  ,4,3/26/2020
68510,PENTRAX SHAMPOO     ,38,3/26/2020
68528,MARINOL 10MG CAP    ,25,3/26/2020
68569,TEGISON 25 MG CAPSUL,7,3/26/2020
68601,BREATHE RIGHT STRIPS,9,3/26/2020
68627,DOLOPHINE 10MG/ML IN,9,3/26/2020
68668,COLESTID TABS 1 GRAM,2,3/26/2020
68676,TRITEC TABS 400 MG  ,4,3/26/2020
68718,"ABBOKINASE ING 250,0",1072,3/26/2020
68726,POLYCOSE POWDER     ,14,3/26/2020
68734,*                   ,1093,3/26/2020
68767,DALLERGY JR CAPS    ,2,3/26/2020
68783,ZYFLO 600MG TAB     ,3,3/26/2020
68791,VASELINE INTENSIVE C,20,3/26/2020
68825,GUAIFENESIN 200MG TA,2,3/26/2020
68833,DIOVAN CAP 80 MG    ,17.95,3/26/2020
68858,CHLORAL HYDRATE SUPP,7,3/26/2020
68866,LEVOTHROID TABS 175 ,2,3/26/2020
68882,PERMAX/PERGOLIDE 0.0,3,3/26/2020
68916,EQUALACTIN CHEW TABS,2,3/26/2020
68924,MEDERMA GEL         ,48,3/26/2020
68940,GLUTOSE-15 ORAL GLUC,15.25,3/26/2020
69013,HUMALOG U100 INSULIN,13,3/26/2020
69039,MICROZIDE 12.5 MG   ,3,3/26/2020
69062,METOPROLOL SUSP 10 M,4,3/26/2020
69096,DENOREX SHAMPOO     ,3,3/26/2020
69112,DURACT CAP 25 MG    ,3,3/26/2020
69146,AGRYLIN 0.5 MG CAP  ,9,3/26/2020
69179,*                   ,788,3/26/2020
69187,REZULIN 200MG TAB   ,7,3/26/2020
69237,TAVIST SYRUP        ,13,3/26/2020
69252,COMBIVENT INHALER   ,867,3/26/2020
69260,GLUC ELITE TEST STRI,87,3/26/2020
69278,SOFT TOUCH LANCETS 1,19,3/26/2020
69286,ACCUCHECK ADV STRIPS,80,3/26/2020
69328,LORTAB ELIXIR       ,7,3/26/2020
69336,KEMADRIN TABS 5 MG  ,3,3/26/2020
69344,VEXOL OPTH SUSP 1%  ,39,3/26/2020
69369,PHENYLPROPANOLAMINE ,2,3/26/2020
69385,*                   ,788,3/26/2020
69393,TARKA 2MG/180 MG TAB,3,3/26/2020
69401,POSICOR 50 MG TABLET,3,3/26/2020
69443,METHOTREXATE INJ 250,43,3/26/2020
69450,LEXXEL 5-5 TAB      ,3,3/26/2020
69492,ESTRATAB 2.5MG TAB  ,3,3/26/2020
69518,DIASTAT 20MG RECTAL ,171,3/26/2020
69526,VANTIN 50MG/5ML SUSP,82,3/26/2020
69534,PAMPRIN TAB         ,2,3/26/2020
69591,INTERFERON-A 10MU   ,165,3/26/2020
69609,INTERFERON-A 50MU   ,824,3/26/2020
69617,FML 0.1% OPHT OINT  ,50,3/26/2020
69641,POLY-VI-FLOR W FE 0.,27,3/26/2020
69674,TORADOL/KETOROLAC 15,19,3/26/2020
69682,SLIDING SCALE-HUMALO,2,3/26/2020
69708,CHONDROITIN CAPS 250,2,3/26/2020
69716,GLUCOSAMINE CAPS 500,2,3/26/2020
69724,PLAVIX 75 MG TAB    ,16.55,3/26/2020
69773,BECONASE NASAL SPRAY,1059.55,3/26/2020
69781,LISTERMINT AF MOUTHW,12,3/26/2020
69815,VITAMIN A & D CAP   ,2,3/26/2020
69823,AYGESTIN TABS 5 MG  ,3,3/26/2020
69856,TASMAR TABS 100 MG  ,4,3/26/2020
69898,*                   ,218,3/26/2020
69930,INVIRASE CAPS 200 MG,5,3/26/2020
69948,HYDROCORTISONE POWDE,5,3/26/2020
69955,IMMUNE GLOBULIN IV H,1092,3/26/2020
69963,PYRIDOXINE TABLET 10,2,3/26/2020
69989,SINGULAIR 5MG CHEWAB,20.4,3/26/2020
70011,COLLAR TURTLE 31/4 M,131,3/26/2020
70029,AIRWAY NASO   24FR  ,17,3/26/2020
70037,IVAC TUBE W/O FILTER,10,3/26/2020
70060,MEDICUT CATH 16 GAU ,14,3/26/2020
70078,PEZZER DRAIN 16 FR  ,32,3/26/2020
70094,GAST TUBE 16FR MIC  ,135,3/26/2020
70102,MIC G TUBE 18FR     ,135,3/26/2020
70110,GAST TUBE 20FR MIC  ,135,3/26/2020
70128,GAST TUBE 22FR MIC  ,135,3/26/2020
70136,GAST TUBE 24FR MIC  ,135,3/26/2020
70144,SUTURE GUT CHRO 2-0 ,35,3/26/2020
70151,SUTURE GUT CHRO 1   ,35,3/26/2020
70169,SUTURE GUT CHRO 2-0 ,9,3/26/2020
70177,SUTURE SILK 3  SA9  ,14,3/26/2020
70193,SUTURE VICRYL 3-0   ,15,3/26/2020
70201,SUTURE PROLENE 0    ,18,3/26/2020
70219,SUTURE PROLENE 2    ,30,3/26/2020
70227,SUTURE DEXON 3-0    ,10,3/26/2020
70235,BLADE BEAVER SLIT   ,37,3/26/2020
70243,INFUSA PORT DETACH  ,996,3/26/2020
70250,ELBOW W/PORT RT. ANG,4,3/26/2020
70268,SAMPLE TUBE PAT     ,17,3/26/2020
70276,AIR STRIP DRESS LGE ,14,3/26/2020
70284,INTRODUCER INFUSAPRT,224,3/26/2020
70292,KANGAROO PUMP SET   ,32,3/26/2020
70326,MAMMOGRAM SCREEN    ,246,3/26/2020
70441,SUTURE VICRYL 3-0 J3,14,3/26/2020
70466,VICTRECTOMNY SLEEVE ,99,3/26/2020
70474,PHACO 45 OVAL TIP   ,92,3/26/2020
70482,DEFIB ELECT LP8     ,69,3/26/2020
70490,QUIK PACE ELECT     ,140,3/26/2020
70508,CATH WHIS TIP URET  ,23,3/26/2020
70516,CATH SPIR TIP URET  ,24,3/26/2020
70524,UROGUIDE 24X7.0     ,378,3/26/2020
70532,SILITEK URET 26X4.8 ,415,3/26/2020
70540,UROPASS OBS 24X6    ,415,3/26/2020
70557,DUALFLX DB-J 24X6.0 ,444,3/26/2020
70565,BOVIE BIOPOLAR CORD ,15,3/26/2020
70581,STONE BASKET R WR   ,251,3/26/2020
70599,BALLOON DILATOR     ,274,3/26/2020
70607,CATH COUNCILL 22X5  ,48,3/26/2020
70623,D-CATH COBRA CB3-65 ,68,3/26/2020
70664,CT 3-DCOR/SAG/RECON ,502.8,3/26/2020
70698,CHOLANGIO CATH 4FR  ,77,3/26/2020
70706,CHOLANGIO CATH 6FR  ,77,3/26/2020
70714,D-PERC NEPH KIT 14FR,530,3/26/2020
70722,D-J-GUIDE WIRE 7447 ,44,3/26/2020
70730,D-J-GUIDE WIRE 7054 ,44,3/26/2020
70748,D-ANGLO CONNECT 8337,6,3/26/2020
70755,STONE BASKET 5WR    ,305,3/26/2020
70763,STONE BASKET TEAR   ,403,3/26/2020
70771,STONE BASKET 4.0    ,403,3/26/2020
70789,STONE BASKET 3.3    ,298,3/26/2020
70797,IV CATH 14X1 1/4    ,8,3/26/2020
70805,IV CATH 16X1 1/4    ,8,3/26/2020
70813,ABOCATH 18X2        ,10,3/26/2020
70821,IV CATH 20X1 1/4    ,8,3/26/2020
70847,IV CATH 22X1        ,8,3/26/2020
70854,BUTTERFLY 23X3/4    ,6,3/26/2020
70862,BUTTERFLY 25X3/8    ,6,3/26/2020
70870,BUTTERFLY 19X7/8    ,6,3/26/2020
70888,BUTTERFLY 21X3/4 H/L,6,3/26/2020
70896,BUTTERFLY 21X3/4    ,6,3/26/2020
70904,BRACE ANKLE MED     ,70,3/26/2020
70912,BRACE ANKLE LGE     ,64,3/26/2020
70920,AIRWAY 60MM  CHILD  ,4,3/26/2020
70938,AIRWAY 90MM MED ADLT,4,3/26/2020
70946,AIRWAY NASO   22FR  ,17,3/26/2020
70953,AIRWAY 100MM LGE    ,4,3/26/2020
70961,AIRWAY NASO   24FR  ,17,3/26/2020
70979,AIRWAY NASO   26FR  ,17,3/26/2020
70995,AIRWAY NASO   28FR  ,17,3/26/2020
71001,ARM SLING CRADLE MED,12,3/26/2020
71019,AIRWAY NASO   30FR  ,17,3/26/2020
71027,ARM SLING CRADLE LGE,14,3/26/2020
71035,DIAPER ADULT LARGE  ,4,3/26/2020
71043,DIAPER ADULT MED    ,4,3/26/2020
71050,DIAPER ADULT SMALL  ,3,3/26/2020
71084,AIRWAY NASO  32FR   ,17,3/26/2020
71092,ARM SLING CRADLE XLG,14,3/26/2020
71100,AIRWAY NASO   34FR  ,17,3/26/2020
71118,ARM SLING STRAP SM  ,28,3/26/2020
71126,AIRWAY NASO 36 FR   ,17,3/26/2020
71134,ARM SLING STRAP MED ,28,3/26/2020
71142,ARM SLING STRAP LGE ,28,3/26/2020
71159,CATH THOR/T  16X5-S ,33,3/26/2020
71167,CAST SHU  MED       ,45,3/26/2020
71175,CAST SHU LARGE      ,45,3/26/2020
71183,CAST SHU X-LARGE    ,47,3/26/2020
71191,AIRWAY NASO  26FR   ,17,3/26/2020
71209,BLADES SUPER 15 DEGR,25,3/26/2020
71217,CATH COUDE FLY      ,43,3/26/2020
71225,CATH COUDE FLY      ,43,3/26/2020
71233,CATH COUDE FLY      ,43,3/26/2020
71241,CATH COUDE FLY  22X5,51,3/26/2020
71258,CATH COUDE FLY  24X5,43,3/26/2020
71266,CATH COUDE FLY 16X30,41,3/26/2020
71274,CATH COUDE FLY 22X30,41,3/26/2020
71282,CATH COUDE FLY 24X30,41,3/26/2020
71290,CATH BIOCATH FLY    ,36,3/26/2020
71308,CATH BIOCATH FLY    ,25,3/26/2020
71316,16X5 FOLEY CATH     ,37,3/26/2020
71324,CATH THOR/T  20X5-S ,33,3/26/2020
71332,20X5 FOLEY CATH     ,25,3/26/2020
71340,CATH BIOCATH FLY    ,25,3/26/2020
71357,22X5 FOLEY CATH     ,25,3/26/2020
71365,CATH BIOCATH FLY    ,25,3/26/2020
71373,CATH BIOCATH FLY    ,30,3/26/2020
71381,CATH BIOCATH FLY    ,30,3/26/2020
71399,CATH BIOCATH FLY    ,30,3/26/2020
71407,CATH BIOCATH FLY    ,30,3/26/2020
71415,CATH LUBRI FLY      ,30,3/26/2020
71423,CATH 3WAY FLY 22X5  ,61,3/26/2020
71431,CATH 3WAY FLY  24X5 ,58,3/26/2020
71449,CATH 3WAY FLY  22X30,61,3/26/2020
71456,CATH 3WAY FLY  24X30,61,3/26/2020
71464,CATH NELATON  10FR  ,21,3/26/2020
71472,CATH NELATON 12 FR  ,21,3/26/2020
71480,CATH NELATON  14FR  ,15,3/26/2020
71498,CATH NELATON  18FR  ,15,3/26/2020
71514,CATH NELATON  20FR  ,15,3/26/2020
71522,CATH NELATON  22FR  ,15,3/26/2020
71530,CATH NELATON  24FR  ,18,3/26/2020
71548,CATH NELATON  26FR  ,18,3/26/2020
71555,CATH NELATON  28FR  ,18,3/26/2020
71563,IV CATH INTRA 19G W/,13,3/26/2020
71571,IV CATH INTRA 22G W/,22,3/26/2020
71589,CATH OLIVE TIP  4FR ,24,3/26/2020
71597,CATH WHISTLE TIP 4FR,23,3/26/2020
71605,COLLAR TURTLE 41/4 S,131,3/26/2020
71613,COLLAR TURTLE 41/4 L,131,3/26/2020
71621,COLLAR TURTLE 51/4 M,131,3/26/2020
71639,COLLAR CERV FOAM    ,59,3/26/2020
71647,D-FEM REN CATH 80CM ,61,3/26/2020
71654,D-FEM VIS CATH 65CM ,48,3/26/2020
71662,HYSTRO TRAY P/U     ,61,3/26/2020
71670,D-FRAM NDL 22X20    ,62,3/26/2020
71688,D-FRANS NDL 22X15   ,62,3/26/2020
71696,D-CHIBA NDL 22X20   ,37,3/26/2020
71704,D-DRAIN KIT RING BIL,267,3/26/2020
71712,D-KOPANS NDL 21X15  ,64,3/26/2020
71720,D-KOPANS KDL 20X15.0,54,3/26/2020
71738,D-HOMER MAN KDL     ,163,3/26/2020
71779,D-TEFLON J. WIRE 5  ,40,3/26/2020
71787,D-CUT BIOP NDL      ,69,3/26/2020
71795,D-CUT BIOP NDL      ,69,3/26/2020
71803,D-CUT BIOP NDL      ,69,3/26/2020
71837,D-PERC ENTRY NDL    ,11,3/26/2020
71845,D-MOLNAR RETENT     ,22,3/26/2020
71852,D-MOLNAR RETENT     ,22,3/26/2020
71860,D-MOLNAR RETENT     ,22,3/26/2020
71878,D-SIALOGRAPHY NDL   ,47,3/26/2020
71886,D-CHK FLO SHEATH SET,64,3/26/2020
71894,D-POLY CATH RADIOPAQ,45,3/26/2020
71910,D-CATH PIGTAIL      ,68,3/26/2020
71928,D-CATH COBRA CB2-65 ,68,3/26/2020
71969,BARRIER SURGICAL GOW,22,3/26/2020
71977,D-BARR DRAPE FENES  ,6,3/26/2020
71993,D-H/F AORTIC CATH   ,72,3/26/2020
72009,D-TEFL CONN TUBE    ,48,3/26/2020
72017,D-VESS DIALAT  38X20,20,3/26/2020
72025,D-VESS DIALAT  35X20,20,3/26/2020
72033,"D-GUIDEWIRE   35""   ",40,3/26/2020
72041,"D-GUIDEWIRE    32""  ",29,3/26/2020
72066,D-SNAP KOVER  36X48 ,9,3/26/2020
72074,TRIANGULAR          ,8,3/26/2020
72082,CYSTOSCOPE          ,800,3/26/2020
72108,IV CATH 24 X 3/4    ,9,3/26/2020
72207,AIRWAY 80MM SM ADULT,4,3/26/2020
72215,ARM SLING CRADLE SM ,14,3/26/2020
72223,ARM SLING HANGING   ,15,3/26/2020
72231,CATH COUDE FLY 26X30,41,3/26/2020
72256,COLLAR CERV FOAM    ,64,3/26/2020
72264,CLAV SPLINT MCLEOD  ,36,3/26/2020
72272,CLAV SPLINT MCLEOD  ,36,3/26/2020
72280,CLAV SPLINT MCLEOD  ,36,3/26/2020
72298,CLAV SPLINT MCLEOD  ,36,3/26/2020
72306,CLAVICLE SPLINT MED ,35,3/26/2020
72314,CLAVICLE SPLINT LGE ,35,3/26/2020
72322,SPLINT COCKUP       ,74,3/26/2020
72330,SPLINT COCKUP MED   ,74,3/26/2020
72348,SPLINT COCKUP MED   ,74,3/26/2020
72355,SPLINT COCKUP       ,74,3/26/2020
72363,SPLINT COCKUP       ,74,3/26/2020
72371,COLLES SPLINT ALUM  ,66,3/26/2020
72389,SPLINT COLLES       ,66,3/26/2020
72397,SPLINT COLLES       ,66,3/26/2020
72405,SPLINT CONVOL TRAC  ,122,3/26/2020
72413,SPLINT CONVOL TRAC  ,122,3/26/2020
72421,SPLINT CONVOL TRAC  ,122,3/26/2020
72439,SPLINT CONVOL TRAC  ,122,3/26/2020
72447,DISPOSABAG  LARGE   ,10,3/26/2020
72454,ENDO TUBE UNCUFF 2.5,13,3/26/2020
72462,ENDO TUBE UNCUFF 3.0,13,3/26/2020
72470,ELBOW SPLINT XLGE   ,64,3/26/2020
72488,ELBOW SPLINT MED    ,77,3/26/2020
72496,ENDO TUBE UNCUFF 4.5,13,3/26/2020
72504,ELBOW SPLINT SM     ,68,3/26/2020
72512,ENDO TUBE UNCUFF 5.5,13,3/26/2020
72520,ENDO TUBE CUFFED 4.5,28,3/26/2020
72538,ENDO TUBE CUFFED 3.5,17,3/26/2020
72546,ENDO TUBE HILO 6.0  ,31,3/26/2020
72553,ENDO TUBE W/CON 7.5 ,28,3/26/2020
72561,ENDO TUBE W/CON 8.0 ,48,3/26/2020
72579,ENDO TUBE W/CON 8.5 ,28,3/26/2020
72587,ENDO TUBE W/CON 9.0 ,28,3/26/2020
72595,ENDO TUBE W/CON 10.0,28,3/26/2020
72603,HEMOVAC LARGE       ,52,3/26/2020
72611,INSTANT ICE PAK     ,10,3/26/2020
72629,INTRA CATH  16X12   ,15,3/26/2020
72637,KNEE DRESS LNG/MED  ,59,3/26/2020
72645,KNEE DRESS LNG/LGE  ,59,3/26/2020
72652,KNEE DRESS LNG/XLGE ,99,3/26/2020
72660,KNEE DRESS LNG/XXLGE,99,3/26/2020
72678,KNEE DRESS SHRT/MED ,74,3/26/2020
72686,KNEE DRESS SHRT/XLGE,74,3/26/2020
72694,NEEDLE INFUS 22X3/4 ,10,3/26/2020
72702,NEEDLE MENGHINI 70X ,197,3/26/2020
72710,INFUSAID 20X3/4 1.9 ,11,3/26/2020
72728,NEEDLE MENGHINI 70 X,204,3/26/2020
72736,NEEDLE SPINAL 22X1.5,10,3/26/2020
72744,TRACT BELT PELVIC   ,68,3/26/2020
72751,TRACT BELT PELVIC   ,68,3/26/2020
72769,TRACT BELT PELVIC   ,112,3/26/2020
72777,TRACT BELT PELVIC   ,112,3/26/2020
72785,PENROSE DRAIN 5/8X1 ,4,3/26/2020
72793,PLASTI BELL 1.3     ,11,3/26/2020
72801,PLASTI BELL 1.5     ,11,3/26/2020
72819,RIB BELT LADIES MED ,31,3/26/2020
72827,RIB BELT LADIES LGE ,31,3/26/2020
72835,RIB BELT LADIES XLGE,31,3/26/2020
72843,RIB BELT MEN SM     ,31,3/26/2020
72850,RIB BELT MEN MED    ,31,3/26/2020
72868,RIB BELT MEN LGE    ,31,3/26/2020
72876,RIB BELT MEN XLGE   ,31,3/26/2020
72884,SHOULDER IMMOB      ,67,3/26/2020
72892,SPLINT ALUM FINGER  ,4,3/26/2020
72900,SPLINT ALU FINGER   ,7,3/26/2020
72918,SPLINT ALU FINGER PE,2,3/26/2020
72926,HOSE ANTI EMB THI HI,48,3/26/2020
72934,HOSE ANTI EMB THI HI,48,3/26/2020
72942,HOSE ANTI EMB THI HI,48,3/26/2020
72959,HOSE ANTI EMB THI HI,48,3/26/2020
72967,HOSE ANTI EMB THI HI,48,3/26/2020
72975,HOSE ANTI EMB THI HI,48,3/26/2020
72983,HOSE ANTI EMB THI HI,48,3/26/2020
72991,HOSE ANTI EMB THI HI,48,3/26/2020
73007,HOSE ANTI EMB THI HI,48,3/26/2020
73015,HOSE ANTI EMB KNEE  ,30,3/26/2020
73023,HOSE ANTI EMB KNEE  ,30,3/26/2020
73031,HOSE ANTI EMB KNEE  ,30,3/26/2020
73049,HOSE ANTI EMB KNEE  ,30,3/26/2020
73056,HOSE ANTI EMB KNEE  ,30,3/26/2020
73064,HOSE ANTI EMB KNEE  ,30,3/26/2020
73072,STOMA POUCH 2271    ,7,3/26/2020
73080,STOMA WAFER 22521   ,10,3/26/2020
73098,UROST POUCH 21929   ,7,3/26/2020
73106,SUSPENSORY LGE W/0  ,29,3/26/2020
73114,TELFA STRIPS 3X8    ,3,3/26/2020
73122,T-TUBE   12 FR      ,44,3/26/2020
73130,T-TUBE  14 FR       ,44,3/26/2020
73148,T-TUBE  16 FR       ,44,3/26/2020
73155,T-TUBE  18 FR       ,44,3/26/2020
73163,LATEX TUBING PER FT.,3,3/26/2020
73171,LATEX TUBING PER FT.,3,3/26/2020
